index,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,Movable_assets,Immovable_assets
381,0,0,0,5300000,17900000,6,678,18000000,8600000
641,0,0,1,7100000,20100000,16,756,23000000,13000000
2185,2,0,1,9200000,25300000,4,827,30300000,41800000
3259,4,1,0,6400000,14800000,6,537,25100000,6000000
1490,0,1,0,7000000,25300000,14,697,21000000,25500000
1967,3,1,1,6000000,18700000,18,783,29100000,11300000
1010,0,0,0,5600000,13400000,2,460,18900000,7500000
4075,4,1,1,2600000,8500000,4,392,11700000,5600000
4265,0,1,1,3300000,11300000,20,559,12900000,7100000
662,2,1,0,5300000,20200000,10,348,23400000,18700000
2440,4,0,0,7600000,29800000,20,361,21200000,19600000
2529,1,1,1,400000,1400000,12,468,1900000,700000
4044,4,1,1,4300000,16100000,18,849,23500000,10400000
3160,1,0,0,1600000,5400000,4,319,5800000,6400000
3326,3,0,0,1500000,3200000,4,767,5100000,2400000
3509,0,0,0,9500000,28400000,18,577,44300000,16500000
3372,4,0,1,7000000,27100000,12,881,26700000,17700000
2459,2,1,1,3700000,13900000,2,405,14600000,9100000
2640,5,1,1,6000000,14700000,18,462,17300000,25100000
3045,2,1,1,7100000,19700000,20,890,26200000,17800000
845,1,0,1,600000,1800000,8,799,3000000,1700000
542,0,1,0,3600000,7800000,14,376,14900000,16700000
1864,2,1,0,5600000,13700000,2,558,18800000,16800000
91,4,0,0,8800000,20700000,18,540,35100000,22400000
2677,3,0,1,3900000,14300000,18,785,18800000,18500000
3805,0,0,0,6600000,20100000,16,397,25600000,26200000
2463,2,1,0,5000000,12400000,8,709,17500000,18100000
2316,4,0,1,8600000,27900000,8,458,45700000,24200000
1196,3,1,0,2200000,6400000,20,667,11200000,10200000
2053,1,1,1,2600000,6600000,20,765,6500000,2300000
1102,1,0,1,1600000,4900000,16,487,5900000,5400000
4094,2,0,0,3900000,13600000,10,373,12000000,12600000
2115,3,0,0,2200000,6400000,2,318,5800000,3500000
3574,2,1,1,8700000,19900000,10,829,28600000,18000000
3238,3,0,1,8000000,25300000,4,306,31000000,29600000
3208,4,0,0,4600000,12500000,6,406,20800000,11000000
2835,3,0,1,1400000,2700000,14,694,5300000,4000000
3548,2,1,0,9900000,19900000,6,312,42400000,23600000
3612,0,1,1,200000,700000,20,724,800000,600000
1048,3,0,0,9800000,30300000,2,612,37700000,15300000
3150,3,0,0,2100000,7700000,6,703,9500000,4700000
4166,1,0,0,500000,1300000,14,619,2500000,1600000
898,0,0,1,2500000,5800000,18,494,10800000,9500000
1459,0,0,0,7600000,28700000,6,397,28400000,24200000
3371,1,0,1,6800000,17600000,14,344,25800000,11100000
237,3,0,1,4100000,15500000,6,667,18700000,4400000
1880,3,1,0,3700000,10900000,16,301,13000000,10100000
2532,1,0,0,9800000,37900000,4,816,34600000,34000000
1133,2,0,0,4800000,18500000,20,605,20500000,11200000
2899,0,0,1,2200000,8300000,10,585,6200000,5300000
1805,5,1,0,9900000,33600000,20,580,52100000,17800000
3033,1,0,0,6300000,19000000,20,673,20200000,22700000
163,2,1,1,2000000,5300000,10,681,7200000,6300000
2554,4,1,1,5000000,18000000,14,307,16100000,10900000
4126,5,1,1,7500000,20800000,6,617,27500000,14300000
252,3,1,0,3700000,8500000,20,853,12400000,14000000
2446,0,0,1,3500000,10600000,4,389,11600000,13100000
2335,5,1,1,2600000,9300000,16,697,11400000,6300000
2662,3,0,0,4200000,12500000,20,375,13300000,6400000
1791,3,1,1,1800000,5300000,14,440,4700000,2100000
1811,0,1,0,2500000,6900000,12,471,6700000,11100000
2221,0,1,0,500000,1900000,2,857,2100000,1600000
2236,0,0,0,4300000,16900000,8,884,15700000,11900000
930,2,1,1,5500000,18400000,10,515,22600000,11200000
2981,1,0,0,7200000,15100000,8,379,29900000,10900000
2815,1,0,0,6600000,24800000,4,500,22800000,12700000
4255,4,0,0,4800000,12000000,6,441,21400000,9700000
1698,2,0,0,4800000,18900000,4,866,19800000,16200000
3316,1,1,0,2900000,11500000,20,431,9000000,7400000
3052,0,0,1,200000,600000,8,852,600000,500000
2042,3,1,0,8400000,27200000,12,604,28400000,30200000
3524,4,0,1,3200000,10700000,4,450,10000000,10300000
2480,3,0,0,3400000,8900000,6,896,14400000,9000000
2478,5,0,0,7400000,27100000,4,320,34600000,34400000
1871,2,0,1,4900000,12200000,18,353,18000000,7200000
1090,4,0,0,9400000,32600000,4,898,32200000,22200000
3547,0,0,1,5300000,17600000,4,790,27400000,12200000
1485,1,1,1,1800000,5500000,10,426,7500000,6500000
3842,1,1,0,5200000,10500000,20,317,24600000,11000000
3610,2,1,1,8800000,31100000,12,729,31300000,14700000
1181,2,1,1,7300000,28500000,10,799,20100000,24600000
2473,3,1,1,900000,2300000,12,900,4400000,1300000
1452,2,1,0,6100000,21800000,4,407,26000000,9900000
593,4,0,0,600000,1800000,6,851,2900000,1200000
677,1,0,0,6500000,23100000,20,741,33600000,19900000
41,2,1,0,9100000,24900000,16,822,36200000,34400000
2202,2,1,1,7200000,21900000,12,640,18400000,11400000
2664,0,1,0,800000,2900000,2,439,3900000,1000000
3790,1,1,0,9600000,32400000,20,447,24500000,33800000
3410,0,0,0,5200000,13400000,2,505,26600000,19900000
243,1,1,1,8200000,32400000,18,831,25500000,35100000
1124,2,1,0,5500000,20400000,12,887,15600000,18200000
1339,5,1,1,8800000,26600000,16,545,38000000,35700000
2014,4,0,1,8800000,34200000,16,844,31400000,29700000
2372,2,0,0,8100000,20800000,18,778,27300000,19600000
3562,0,0,1,6700000,14900000,16,638,30400000,10200000
1442,1,0,1,6000000,23300000,12,672,26000000,13300000
261,3,0,1,7400000,19600000,2,716,33300000,13000000
3617,0,1,1,2000000,4600000,16,651,8800000,4500000
3320,1,0,0,1600000,4600000,12,415,5400000,1400000
2500,0,1,1,3600000,13400000,6,589,15200000,3600000
1689,4,0,1,700000,2400000,14,705,2700000,100000
2997,4,1,1,7000000,19800000,16,682,21800000,14600000
1725,3,1,1,3700000,13800000,10,621,17200000,4800000
3784,1,0,1,9800000,21200000,4,885,48100000,34400000
834,5,0,1,1400000,5000000,2,465,6800000,2600000
1866,5,1,1,200000,300000,8,412,600000,0
3416,4,1,0,5700000,13300000,2,333,20000000,12400000
4084,0,1,1,9300000,29400000,10,351,41900000,31000000
4207,4,1,1,2300000,5800000,8,469,10300000,10300000
3382,3,0,0,3400000,10900000,14,757,10700000,7000000
340,2,1,0,6800000,23500000,12,341,22800000,31100000
360,1,1,1,9900000,38400000,12,596,43300000,19300000
1601,0,1,1,2100000,4900000,10,359,7100000,1800000
748,4,0,0,2700000,10200000,4,528,11600000,10000000
113,5,1,1,7300000,22100000,18,879,29100000,30100000
3929,0,1,1,3900000,14100000,20,811,15800000,9300000
480,4,1,0,8300000,30700000,6,381,31300000,24000000
2475,2,0,0,6400000,25000000,12,667,30900000,19000000
2251,1,1,1,5300000,12000000,10,852,23900000,10800000
508,2,0,1,4100000,11200000,6,442,14500000,16300000
2471,1,1,0,6000000,13600000,12,589,19700000,9300000
2844,3,0,0,8900000,19100000,6,807,40300000,18800000
3797,4,0,1,9800000,29700000,4,373,47800000,16600000
2260,4,1,0,8600000,22600000,14,729,32400000,16500000
783,4,1,0,2200000,8500000,16,866,9600000,5900000
3824,1,0,0,1000000,2100000,6,715,3300000,3200000
2223,3,0,0,2500000,9300000,4,810,13100000,6000000
3804,5,0,1,7400000,23300000,20,482,35900000,19300000
1766,2,1,0,7500000,29100000,20,815,34400000,21900000
3566,5,1,0,8400000,19500000,6,815,31200000,7800000
3690,0,0,1,5800000,21800000,2,561,19200000,11600000
2776,4,0,1,7900000,30700000,10,322,36600000,23800000
3349,2,1,0,4700000,14600000,20,597,20900000,14200000
2025,0,0,0,9800000,34800000,14,497,33400000,5200000
4111,4,1,0,9700000,31700000,10,342,48700000,800000
3997,4,0,0,6900000,16500000,8,426,27300000,9100000
3138,1,0,1,1700000,6000000,16,754,8200000,5400000
2694,5,0,0,3400000,6900000,14,312,14100000,2200000
1271,5,1,0,500000,1500000,12,527,1300000,700000
2367,3,0,1,8900000,35400000,14,404,32300000,30000000
3604,5,0,0,700000,1700000,18,757,2700000,2100000
2258,5,0,1,6700000,20200000,8,406,22400000,11800000
1127,4,0,0,9600000,25500000,20,544,34900000,15400000
626,3,0,0,3500000,13300000,4,798,15700000,12700000
347,1,1,0,7100000,23500000,12,768,29700000,18500000
1302,3,1,0,7700000,18700000,8,483,34800000,20700000
3513,2,0,0,2900000,10200000,4,789,9700000,5300000
1565,2,1,1,3500000,13300000,4,420,10300000,8100000
3800,3,1,0,4600000,17900000,8,396,14900000,14700000
2341,1,0,1,8000000,30600000,10,720,34600000,32200000
979,5,0,0,6600000,18800000,4,639,29400000,4300000
2111,4,1,0,1700000,4500000,12,821,6400000,5100000
3746,5,0,1,5000000,16400000,14,525,18600000,22100000
1423,0,0,1,4500000,9600000,14,471,14600000,10900000
4177,2,1,0,6900000,16500000,16,785,30700000,28200000
3174,5,1,0,7600000,17500000,6,510,25500000,12600000
911,0,0,1,1300000,4800000,4,835,4100000,600000
2780,3,0,1,7700000,18900000,2,583,26000000,12300000
632,5,1,0,6500000,13800000,10,342,21700000,17600000
669,1,0,0,6000000,20100000,6,476,20700000,23900000
445,2,1,0,700000,1700000,10,839,2900000,800000
617,5,1,0,5400000,15100000,12,522,19600000,9900000
2346,3,0,0,8000000,26200000,16,890,29000000,20100000
2685,1,1,0,8400000,32500000,14,698,29500000,26500000
2987,2,0,0,1800000,5300000,2,679,6700000,2400000
1326,2,1,0,2100000,5000000,4,542,9700000,1300000
286,5,0,1,3000000,11800000,10,672,13900000,12300000
3686,5,1,0,6700000,23200000,18,672,26200000,8300000
2646,2,1,0,6600000,22900000,16,543,34800000,13500000
3786,5,1,0,4900000,14100000,2,802,18800000,10800000
2866,3,1,1,1000000,3700000,8,725,5300000,4300000
1465,2,1,1,3800000,8000000,12,866,10300000,6600000
2018,1,0,0,8200000,25600000,4,686,21700000,7900000
2287,2,1,0,200000,800000,6,338,500000,100000
2356,0,1,0,9800000,29400000,20,618,42100000,15800000
115,0,1,1,3300000,10800000,12,797,11000000,6600000
3677,3,1,1,5600000,20900000,14,649,21200000,14700000
1494,1,0,1,2200000,8700000,20,539,10800000,5000000
353,0,0,0,3000000,7000000,10,781,14400000,7800000
2402,1,1,0,7300000,23700000,16,852,31100000,16200000
1232,5,0,1,2700000,10400000,2,723,11700000,3500000
613,2,0,1,3500000,8100000,4,589,15200000,10500000
3976,3,0,1,8500000,30800000,20,448,30800000,24400000
2095,4,1,1,7900000,31400000,10,654,30400000,31700000
2614,2,1,1,200000,500000,6,746,500000,400000
1153,3,1,1,3400000,12400000,2,730,16800000,6400000
1861,3,1,1,5000000,16700000,20,420,25600000,6100000
2810,0,0,0,7000000,27800000,16,640,24200000,15200000
4145,0,0,0,3100000,6500000,2,391,12300000,3900000
57,5,0,1,9300000,30500000,18,841,43300000,29600000
3042,3,1,0,6100000,14800000,10,492,24000000,10200000
1835,2,1,0,4300000,11800000,20,701,17500000,16200000
2417,4,1,1,7800000,26800000,2,474,24000000,20100000
3240,2,0,0,1400000,4700000,20,563,4200000,2700000
4218,3,0,1,7700000,21800000,18,684,21100000,700000
1735,1,0,1,5300000,11500000,14,848,20400000,4900000
1253,0,0,1,3500000,11700000,14,649,16200000,3400000
3720,4,1,1,5900000,16500000,2,765,23500000,22400000
2789,3,0,0,6600000,22200000,12,759,27200000,11100000
2602,3,1,1,4400000,10900000,18,611,11800000,14900000
2460,5,0,0,1100000,4000000,16,498,3000000,500000
2369,1,1,1,9500000,28700000,16,526,38400000,29500000
2196,5,1,1,2300000,4700000,18,592,9000000,5500000
2303,2,0,1,8400000,32600000,10,384,28600000,15500000
1665,1,0,0,4100000,9400000,6,713,14200000,1000000
3928,2,0,0,6400000,16500000,8,544,20600000,18400000
560,4,0,0,8000000,25500000,4,722,31100000,31100000
3756,1,1,0,5100000,20000000,4,506,27000000,16800000
707,3,1,1,8800000,26700000,10,379,36700000,25600000
3288,3,0,1,4800000,14200000,12,547,12200000,11100000
424,4,0,1,6100000,15300000,14,573,21700000,11000000
1093,2,0,1,3800000,14400000,2,301,10000000,3700000
2937,1,1,1,2200000,5400000,16,641,6000000,5900000
1376,2,0,1,1400000,4600000,4,804,5900000,4100000
647,0,0,0,3000000,9600000,12,620,12200000,7900000
72,5,1,0,7000000,18300000,4,418,29100000,30100000
1922,5,1,1,5300000,13700000,18,708,25100000,8500000
3533,5,1,0,4200000,12600000,18,571,17900000,12100000
2314,4,0,0,7200000,23100000,12,632,23800000,13100000
1764,2,1,1,600000,1100000,8,885,1500000,700000
743,5,0,1,5800000,16600000,18,376,23900000,10000000
4051,1,0,1,6200000,19700000,18,820,20300000,14600000
1005,2,0,0,7800000,22200000,10,735,29900000,14300000
1190,2,0,1,8100000,25700000,8,455,29300000,33800000
1125,4,1,0,7200000,27400000,8,735,28900000,28300000
1241,5,0,1,7100000,19700000,4,727,29400000,20600000
3187,1,0,0,8100000,29600000,4,672,26500000,13300000
3893,3,0,1,500000,900000,12,538,1800000,700000
998,0,0,1,8900000,20900000,18,568,38000000,19500000
1577,0,0,0,8100000,21300000,2,392,42500000,20800000
4077,1,0,1,1800000,6300000,12,749,6500000,4400000
1826,1,0,0,6300000,22000000,20,646,19000000,17400000
2408,3,1,1,4900000,17500000,20,823,19100000,21300000
4259,0,1,1,4500000,11500000,14,509,21300000,15700000
2589,4,0,0,6700000,16000000,4,791,25900000,13000000
440,3,1,0,4700000,16700000,12,775,20800000,5700000
1100,2,1,0,4000000,9400000,8,874,15000000,8100000
3795,5,1,1,3800000,9100000,18,654,13200000,13000000
649,4,0,1,5100000,14000000,12,459,17200000,9800000
1546,0,1,0,3500000,11900000,12,686,12600000,9200000
2591,2,0,0,7400000,16000000,20,358,31100000,22200000
2325,0,1,0,1100000,4300000,18,828,3800000,1500000
630,1,1,1,9000000,29900000,2,668,29100000,29300000
672,1,1,1,500000,1900000,12,868,2100000,700000
1249,5,1,1,3600000,12400000,8,333,14700000,9800000
482,4,0,0,8300000,24900000,16,506,33700000,21000000
1584,0,1,0,9500000,35300000,6,605,38100000,22700000
3806,0,1,0,1300000,3400000,10,464,4900000,1400000
1462,4,1,0,1600000,3200000,16,657,6900000,300000
2867,5,0,1,6400000,15600000,8,553,28400000,17100000
3719,4,1,1,4900000,15900000,10,668,17700000,19100000
49,1,1,1,9500000,19100000,16,662,49400000,10600000
3241,4,1,1,1600000,3200000,20,371,5600000,3900000
2230,4,0,1,5800000,15800000,14,528,30100000,6400000
858,1,1,1,2400000,6200000,12,337,11700000,5500000
1072,1,1,0,6200000,19500000,20,448,30400000,10400000
719,2,1,1,4000000,8500000,6,323,18400000,12200000
1660,0,0,0,3500000,8800000,12,803,11800000,5700000
1656,0,1,0,4200000,14800000,20,510,14500000,14900000
2580,1,0,1,7600000,30000000,16,884,28000000,16900000
3802,5,0,0,9000000,21300000,14,602,46400000,11100000
4246,1,0,1,3100000,11500000,4,871,10700000,3900000
2420,1,1,0,7800000,21300000,10,326,23000000,33500000
3570,4,1,1,3000000,10900000,2,786,11200000,10900000
4017,3,0,1,2200000,4400000,2,861,6800000,3900000
1385,1,1,0,1600000,5100000,12,548,4400000,4900000
2800,1,0,0,5200000,15000000,12,794,21600000,10400000
1399,0,0,0,4800000,15100000,6,848,22300000,1600000
1195,3,1,1,7000000,19200000,4,768,26900000,22300000
1408,3,1,1,2000000,4200000,16,571,7100000,5600000
3230,4,0,1,6100000,13600000,4,401,24400000,12700000
1798,2,1,1,3800000,14500000,16,567,13500000,5000000
1475,5,1,0,9700000,28400000,4,494,34400000,17300000
2347,4,1,0,8100000,28000000,8,663,31500000,20100000
3903,3,1,0,8800000,30700000,12,707,40800000,15100000
2592,2,1,0,3300000,11700000,14,439,10000000,10300000
2318,2,1,1,9600000,29800000,16,499,39200000,34800000
2753,0,0,1,3800000,11700000,2,351,15600000,6800000
1286,0,0,1,4500000,10500000,20,417,15400000,11800000
349,4,1,1,5800000,13300000,14,742,23300000,25400000
3468,5,0,1,4200000,8700000,6,583,11000000,6800000
1681,1,1,0,7800000,24900000,6,500,21000000,25300000
4043,3,1,1,5100000,18000000,6,510,24800000,20000000
2653,2,1,0,4400000,14200000,18,799,13200000,14100000
1671,2,1,0,3900000,14900000,6,415,14100000,6500000
1179,5,0,0,9900000,35700000,10,392,52200000,12200000
3980,1,1,1,400000,900000,8,828,1800000,1100000
3507,0,1,1,9600000,23800000,12,788,31600000,24300000
2644,2,1,1,4100000,11400000,14,505,15600000,15600000
1916,4,1,0,1600000,6200000,18,554,6600000,4000000
1357,0,1,0,4700000,15500000,16,311,20200000,13000000
1825,3,1,0,8100000,30400000,12,606,43500000,2000000
786,4,0,0,2200000,8600000,6,601,10000000,5600000
4002,1,0,0,4600000,12700000,8,468,18400000,10400000
140,2,1,1,2500000,9400000,10,727,12800000,10700000
788,4,1,0,1200000,4300000,8,598,4500000,3400000
323,3,1,1,9500000,24200000,8,879,39100000,20300000
4129,1,1,0,7900000,20800000,18,538,40500000,19700000
714,4,1,0,9900000,22700000,12,567,35100000,38200000
3588,4,1,1,6900000,22000000,10,512,24500000,15200000
4108,3,1,1,9200000,23200000,8,380,25000000,28600000
4123,0,1,1,6200000,16200000,6,508,25100000,11300000
3755,1,1,0,8900000,20000000,2,653,27700000,13300000
2302,5,0,1,9700000,30100000,12,434,27900000,37500000
406,5,0,1,9200000,29400000,8,318,39200000,23900000
2458,2,0,0,2500000,7000000,20,547,7500000,2000000
1004,3,1,0,2800000,5900000,4,461,11700000,2000000
890,4,1,0,4900000,10700000,20,321,17600000,1600000
4160,1,0,0,1600000,3300000,2,513,6800000,1700000
3450,4,0,0,700000,1800000,18,728,2800000,1700000
3345,0,1,0,2100000,4700000,2,459,9300000,5300000
2732,1,1,1,5000000,16800000,6,711,19200000,13900000
303,3,1,0,4900000,12900000,18,877,21200000,8800000
3629,2,0,0,5400000,20600000,18,621,17100000,13400000
2740,2,0,1,9400000,37300000,14,383,34800000,23700000
664,4,1,1,9400000,35000000,10,517,34200000,25800000
1177,4,0,0,3500000,8900000,20,809,16900000,8600000
1947,2,0,1,4800000,12900000,8,740,14700000,10200000
3702,4,0,0,2200000,7800000,20,633,10300000,3900000
2132,0,0,1,5900000,15200000,16,399,18700000,18400000
3712,3,1,1,5800000,16600000,10,444,23500000,19200000
961,4,0,1,2400000,7400000,18,888,10800000,4300000
2009,4,0,0,700000,1800000,8,874,1600000,2600000
2149,1,0,0,800000,3000000,4,338,3000000,1900000
2429,3,0,0,9600000,37800000,10,418,46200000,12200000
2836,1,1,1,1700000,5600000,2,882,8300000,5700000
304,5,1,1,9200000,23600000,12,656,41300000,12600000
3883,4,0,0,2300000,5400000,16,490,7600000,9900000
4035,1,1,0,7300000,19200000,14,599,19600000,23800000
916,1,1,0,6900000,26200000,4,534,24300000,26400000
2721,1,0,0,6100000,19100000,6,341,18700000,11600000
1624,1,0,1,9500000,30500000,18,500,26000000,4600000
2801,3,0,1,4400000,10000000,8,875,15800000,11100000
821,0,1,1,2000000,5900000,12,900,10100000,6200000
2415,3,1,1,600000,1700000,14,521,2300000,1000000
1354,3,1,1,600000,1800000,4,843,2100000,1700000
3598,3,0,1,1500000,5800000,18,420,5500000,2700000
3654,1,1,1,300000,900000,20,419,900000,800000
1000,3,1,1,2900000,7000000,4,806,8900000,11300000
18,2,0,0,2700000,10300000,10,736,9500000,1000000
1637,3,0,0,4500000,12500000,12,469,17600000,11700000
1667,3,0,1,2400000,9200000,14,626,10500000,3900000
493,1,1,0,300000,1100000,12,443,1400000,1000000
3704,1,1,0,2100000,5300000,20,461,9800000,5300000
2726,4,0,1,4700000,12000000,2,416,19800000,14000000
687,1,1,1,8700000,30700000,6,708,36900000,25100000
2728,0,0,1,5800000,12700000,12,528,27200000,15700000
1608,5,1,0,5500000,21200000,4,582,20200000,20400000
2978,1,1,1,3600000,13200000,20,546,16800000,12500000
2486,3,0,1,2300000,8000000,14,472,9500000,7700000
1009,1,0,0,8900000,22600000,18,617,39600000,23900000
3793,2,1,0,8300000,20800000,6,667,32200000,23400000
4067,2,1,1,2100000,6900000,2,566,9100000,2200000
1677,1,0,1,6400000,13900000,12,313,23500000,24900000
1999,3,1,1,3100000,6300000,18,895,14700000,5700000
1310,2,0,1,4900000,12000000,20,513,23100000,22300000
1987,2,1,0,4300000,14500000,10,594,19300000,12100000
4146,2,0,1,9700000,35100000,20,612,44700000,26900000
344,0,0,0,2600000,5100000,14,678,9100000,1700000
3004,0,0,1,5300000,20200000,2,861,22700000,1300000
986,5,1,0,700000,2400000,20,330,3000000,2000000
2812,1,1,1,8100000,30900000,12,464,25400000,23400000
3282,2,1,1,9800000,34600000,16,754,40800000,27300000
3679,5,0,0,6900000,19700000,6,588,24400000,17300000
2256,3,0,0,8000000,18600000,20,565,31900000,10200000
1142,0,0,0,6500000,24100000,20,488,32600000,9300000
1198,1,0,1,8300000,16800000,2,366,31800000,28600000
85,2,0,0,6800000,21200000,16,439,26900000,21800000
1518,4,0,1,2400000,7100000,16,871,12000000,7300000
3868,5,1,0,9600000,27100000,8,594,40100000,30100000
1381,5,0,1,1500000,4900000,6,618,4100000,4400000
2250,2,0,1,7000000,19000000,6,523,35300000,14600000
1014,3,0,0,9800000,25600000,10,404,48500000,31100000
128,2,1,1,700000,2600000,12,429,3500000,2900000
1364,1,1,0,6400000,14100000,20,553,23600000,16200000
2654,5,0,0,5300000,19400000,6,510,17300000,21700000
2279,3,0,1,1000000,2300000,10,303,3500000,1400000
891,3,0,1,4800000,10100000,4,368,20000000,14200000
3933,0,1,0,9800000,20100000,16,606,46000000,7000000
1359,5,0,0,4700000,10200000,16,874,18100000,18500000
307,3,1,0,1400000,4100000,8,455,5000000,4400000
1661,2,1,1,3100000,10700000,16,357,11500000,11100000
4026,1,1,1,6800000,16800000,10,736,29400000,4600000
1317,0,0,0,700000,1900000,18,572,2300000,2400000
3265,4,1,1,6100000,21200000,6,808,28400000,7900000
3196,0,0,0,1400000,2700000,2,685,6700000,4200000
1208,4,1,1,4300000,11400000,2,560,12200000,13900000
3591,3,1,1,700000,2000000,18,544,1900000,2100000
3246,2,1,1,5400000,14800000,6,724,18500000,1400000
2643,4,0,0,600000,1400000,4,507,2100000,500000
1239,3,1,0,4200000,14500000,20,840,13500000,10400000
275,1,1,0,7000000,23000000,10,886,30300000,17700000
489,0,0,1,7500000,16800000,16,492,36500000,26300000
3516,1,0,1,6900000,22300000,16,673,30300000,17500000
1229,4,0,1,1800000,5800000,14,305,5600000,3900000
3689,2,0,0,3700000,13400000,16,393,17700000,7000000
3482,2,1,0,7000000,24200000,6,892,30600000,21100000
3501,1,0,1,7600000,23900000,12,692,32000000,12700000
3075,3,0,1,1400000,5400000,20,304,3700000,3000000
1058,3,1,1,3000000,11400000,10,424,12400000,6000000
2166,0,0,0,5100000,19900000,18,655,24200000,4400000
281,1,0,0,6900000,22500000,18,403,23200000,9200000
4227,4,0,1,400000,1400000,2,496,1500000,600000
1316,0,0,1,6100000,19900000,20,761,19800000,8200000
968,0,0,0,8300000,21400000,2,662,34700000,18400000
3245,1,1,0,8600000,31500000,16,678,27500000,33100000
2852,3,1,0,4500000,11700000,18,775,17200000,11500000
2576,5,0,0,600000,1300000,14,408,2500000,1300000
619,3,0,0,8900000,25400000,8,588,23300000,31500000
3221,0,1,1,5700000,19400000,8,544,25700000,10700000
1742,1,0,1,3300000,11700000,4,682,13900000,9000000
3652,4,1,1,8400000,19700000,14,889,34100000,28200000
2949,0,0,1,8500000,33700000,10,483,41200000,27700000
1847,4,0,0,4600000,16600000,16,805,14300000,12800000
1579,5,0,0,1800000,6800000,18,457,5200000,3300000
1655,2,1,0,6900000,23900000,12,814,32600000,14900000
2212,4,1,0,600000,1700000,12,436,2400000,400000
2020,4,0,1,5300000,10700000,12,547,17300000,11200000
1956,5,0,1,4500000,11600000,20,306,17600000,6700000
1307,5,0,1,8000000,29800000,18,867,32000000,31800000
2003,0,0,0,6600000,13700000,20,747,29900000,6000000
575,5,0,1,1700000,5800000,4,583,8300000,3800000
1706,4,1,0,900000,1900000,20,417,3700000,1800000
2736,2,1,1,5800000,22800000,14,696,25600000,12300000
3618,4,1,0,4800000,10100000,12,634,21900000,9500000
3289,4,1,0,4400000,9800000,18,732,19500000,4800000
861,1,1,0,7600000,24600000,12,810,35500000,11800000
1801,4,0,0,4700000,17000000,4,364,25000000,7500000
1628,5,1,0,4200000,13400000,16,545,16000000,18000000
1993,4,1,1,9200000,28100000,12,760,35200000,32900000
269,5,0,1,4200000,9400000,6,678,15600000,10200000
629,0,0,0,9100000,22200000,6,419,28000000,8000000
300,0,1,1,9900000,38200000,6,573,26000000,27200000
4005,0,0,0,7900000,22700000,18,508,40500000,13600000
1447,1,0,1,9000000,22800000,10,412,36700000,15600000
1472,1,0,1,5200000,14300000,18,650,21200000,7700000
2046,1,0,0,9700000,33900000,10,833,34900000,40800000
3707,3,0,1,1700000,5800000,10,524,7400000,7000000
2751,2,0,0,8800000,26700000,16,696,31200000,28200000
2113,2,1,1,8300000,20600000,12,729,39800000,31400000
3276,0,0,0,4600000,18100000,14,442,18900000,3000000
3352,5,1,0,7900000,27800000,16,857,27800000,35800000
3871,0,1,1,8800000,25000000,4,400,33000000,15300000
2796,1,0,0,3900000,8000000,6,448,13800000,2000000
2008,5,0,1,6800000,22600000,2,804,28100000,16000000
503,4,1,0,2200000,7000000,20,756,6900000,7500000
2338,5,0,0,6100000,20700000,20,482,22800000,11400000
3701,1,0,1,9600000,29900000,18,478,47600000,33700000
380,1,0,1,8300000,32100000,16,814,36400000,21200000
3109,4,1,1,4000000,11000000,8,791,13300000,5200000
1525,5,1,1,3400000,9400000,16,535,16100000,8700000
2358,3,0,0,7600000,28700000,18,781,37600000,33700000
374,2,1,1,3600000,12800000,18,814,14400000,12700000
2505,3,1,0,9000000,19000000,8,693,36800000,22800000
4109,3,0,0,3800000,12100000,20,364,14600000,9200000
939,3,1,1,4700000,12800000,16,740,17800000,10800000
3535,1,1,1,4600000,13600000,18,487,20900000,19700000
3064,5,0,0,4400000,15800000,4,701,21200000,10400000
2147,0,1,1,4500000,12400000,18,719,12300000,10500000
2791,4,1,1,800000,2800000,16,645,2900000,2300000
2068,0,0,1,2600000,8200000,8,722,10300000,7700000
529,2,0,0,4600000,13500000,16,587,15600000,13600000
2727,2,0,1,9100000,34800000,20,836,40500000,32200000
636,2,0,0,4100000,15600000,12,838,17800000,10300000
1269,3,0,1,3500000,13000000,6,391,17600000,9600000
185,2,0,1,3800000,10900000,10,766,11600000,5800000
2792,0,0,0,3200000,6300000,6,878,11700000,11900000
2320,1,0,0,2100000,6300000,16,882,10600000,6100000
2527,5,1,1,1700000,5200000,16,820,5000000,2900000
1797,0,1,1,8000000,21100000,6,306,36900000,27900000
1441,3,1,1,5900000,19200000,10,442,23000000,10000000
1535,1,1,1,9000000,25400000,16,655,36300000,30800000
1273,1,0,0,8400000,25000000,12,694,30700000,20200000
607,0,1,0,6000000,13100000,6,385,29400000,24200000
1712,2,1,1,3000000,7400000,10,712,15400000,6100000
4052,1,1,0,1200000,4600000,20,323,4000000,3700000
955,1,1,1,500000,1400000,10,883,2000000,900000
2843,1,1,0,500000,1400000,6,464,2400000,1100000
2470,1,0,1,5100000,11500000,4,747,21100000,13900000
4053,1,1,1,7000000,20300000,14,837,25200000,9900000
2071,2,0,1,5400000,14300000,14,477,16600000,10900000
3742,5,0,1,5700000,20500000,16,429,26300000,4700000
1977,1,1,0,2400000,7600000,12,372,8000000,10100000
158,5,0,1,700000,1300000,20,704,2800000,1600000
1748,2,0,0,4200000,10200000,14,407,14500000,10400000
