no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,Movable_assets,Immovable_assets
5,0,1,1400000,5000000,2,465,6800000,2600000
5,1,1,200000,300000,8,412,600000,0
4,1,0,5700000,13300000,2,333,20000000,12400000
0,1,1,9300000,29400000,10,351,41900000,31000000
4,1,1,2300000,5800000,8,469,10300000,10300000
3,0,0,3400000,10900000,14,757,10700000,7000000
2,1,0,6800000,23500000,12,341,22800000,31100000
1,1,1,9900000,38400000,12,596,43300000,19300000
0,1,1,2100000,4900000,10,359,7100000,1800000
4,0,0,2700000,10200000,4,528,11600000,10000000
5,1,1,7300000,22100000,18,879,29100000,30100000
0,1,1,3900000,14100000,20,811,15800000,9300000
4,1,0,8300000,30700000,6,381,31300000,24000000
2,0,0,6400000,25000000,12,667,30900000,19000000
1,1,1,5300000,12000000,10,852,23900000,10800000
2,0,1,4100000,11200000,6,442,14500000,16300000
1,1,0,6000000,13600000,12,589,19700000,9300000
3,0,0,8900000,19100000,6,807,40300000,18800000
4,0,1,9800000,29700000,4,373,47800000,16600000
4,1,0,8600000,22600000,14,729,32400000,16500000
4,1,0,2200000,8500000,16,866,9600000,5900000
1,0,0,1000000,2100000,6,715,3300000,3200000
3,0,0,2500000,9300000,4,810,13100000,6000000
5,0,1,7400000,23300000,20,482,35900000,19300000
2,1,0,7500000,29100000,20,815,34400000,21900000
5,1,0,8400000,19500000,6,815,31200000,7800000
0,0,1,5800000,21800000,2,561,19200000,11600000
4,0,1,7900000,30700000,10,322,36600000,23800000
2,1,0,4700000,14600000,20,597,20900000,14200000
0,0,0,9800000,34800000,14,497,33400000,5200000
4,1,0,9700000,31700000,10,342,48700000,800000
4,0,0,6900000,16500000,8,426,27300000,9100000
1,0,1,1700000,6000000,16,754,8200000,5400000
5,0,0,3400000,6900000,14,312,14100000,2200000
5,1,0,500000,1500000,12,527,1300000,700000
3,0,1,8900000,35400000,14,404,32300000,30000000
5,0,0,700000,1700000,18,757,2700000,2100000
5,0,1,6700000,20200000,8,406,22400000,11800000
4,0,0,9600000,25500000,20,544,34900000,15400000
3,0,0,3500000,13300000,4,798,15700000,12700000
1,1,0,7100000,23500000,12,768,29700000,18500000
3,1,0,7700000,18700000,8,483,34800000,20700000
2,0,0,2900000,10200000,4,789,9700000,5300000
2,1,1,3500000,13300000,4,420,10300000,8100000
3,1,0,4600000,17900000,8,396,14900000,14700000
1,0,1,8000000,30600000,10,720,34600000,32200000
5,0,0,6600000,18800000,4,639,29400000,4300000
4,1,0,1700000,4500000,12,821,6400000,5100000
5,0,1,5000000,16400000,14,525,18600000,22100000
0,0,1,4500000,9600000,14,471,14600000,10900000
2,1,0,6900000,16500000,16,785,30700000,28200000
5,1,0,7600000,17500000,6,510,25500000,12600000
0,0,1,1300000,4800000,4,835,4100000,600000
3,0,1,7700000,18900000,2,583,26000000,12300000
5,1,0,6500000,13800000,10,342,21700000,17600000
1,0,0,6000000,20100000,6,476,20700000,23900000
2,1,0,700000,1700000,10,839,2900000,800000
5,1,0,5400000,15100000,12,522,19600000,9900000
3,0,0,8000000,26200000,16,890,29000000,20100000
1,1,0,8400000,32500000,14,698,29500000,26500000
2,0,0,1800000,5300000,2,679,6700000,2400000
2,1,0,2100000,5000000,4,542,9700000,1300000
5,0,1,3000000,11800000,10,672,13900000,12300000
5,1,0,6700000,23200000,18,672,26200000,8300000
2,1,0,6600000,22900000,16,543,34800000,13500000
5,1,0,4900000,14100000,2,802,18800000,10800000
3,1,1,1000000,3700000,8,725,5300000,4300000
2,1,1,3800000,8000000,12,866,10300000,6600000
1,0,0,8200000,25600000,4,686,21700000,7900000
2,1,0,200000,800000,6,338,500000,100000
0,1,0,9800000,29400000,20,618,42100000,15800000
0,1,1,3300000,10800000,12,797,11000000,6600000
3,1,1,5600000,20900000,14,649,21200000,14700000
1,0,1,2200000,8700000,20,539,10800000,5000000
0,0,0,3000000,7000000,10,781,14400000,7800000
1,1,0,7300000,23700000,16,852,31100000,16200000
5,0,1,2700000,10400000,2,723,11700000,3500000
2,0,1,3500000,8100000,4,589,15200000,10500000
3,0,1,8500000,30800000,20,448,30800000,24400000
4,1,1,7900000,31400000,10,654,30400000,31700000
2,1,1,200000,500000,6,746,500000,400000
3,1,1,3400000,12400000,2,730,16800000,6400000
3,1,1,5000000,16700000,20,420,25600000,6100000
0,0,0,7000000,27800000,16,640,24200000,15200000
0,0,0,3100000,6500000,2,391,12300000,3900000
5,0,1,9300000,30500000,18,841,43300000,29600000
3,1,0,6100000,14800000,10,492,24000000,10200000
2,1,0,4300000,11800000,20,701,17500000,16200000
4,1,1,7800000,26800000,2,474,24000000,20100000
2,0,0,1400000,4700000,20,563,4200000,2700000
3,0,1,7700000,21800000,18,684,21100000,700000
1,0,1,5300000,11500000,14,848,20400000,4900000
0,0,1,3500000,11700000,14,649,16200000,3400000
4,1,1,5900000,16500000,2,765,23500000,22400000
3,0,0,6600000,22200000,12,759,27200000,11100000
3,1,1,4400000,10900000,18,611,11800000,14900000
5,0,0,1100000,4000000,16,498,3000000,500000
1,1,1,9500000,28700000,16,526,38400000,29500000
5,1,1,2300000,4700000,18,592,9000000,5500000
2,0,1,8400000,32600000,10,384,28600000,15500000
1,0,0,4100000,9400000,6,713,14200000,1000000
2,0,0,6400000,16500000,8,544,20600000,18400000
4,0,0,8000000,25500000,4,722,31100000,31100000
1,1,0,5100000,20000000,4,506,27000000,16800000
3,1,1,8800000,26700000,10,379,36700000,25600000
3,0,1,4800000,14200000,12,547,12200000,11100000
4,0,1,6100000,15300000,14,573,21700000,11000000
2,0,1,3800000,14400000,2,301,10000000,3700000
1,1,1,2200000,5400000,16,641,6000000,5900000
2,0,1,1400000,4600000,4,804,5900000,4100000
0,0,0,3000000,9600000,12,620,12200000,7900000
5,1,0,7000000,18300000,4,418,29100000,30100000
5,1,1,5300000,13700000,18,708,25100000,8500000
5,1,0,4200000,12600000,18,571,17900000,12100000
4,0,0,7200000,23100000,12,632,23800000,13100000
2,1,1,600000,1100000,8,885,1500000,700000
5,0,1,5800000,16600000,18,376,23900000,10000000
1,0,1,6200000,19700000,18,820,20300000,14600000
2,0,0,7800000,22200000,10,735,29900000,14300000
2,0,1,8100000,25700000,8,455,29300000,33800000
4,1,0,7200000,27400000,8,735,28900000,28300000
5,0,1,7100000,19700000,4,727,29400000,20600000
1,0,0,8100000,29600000,4,672,26500000,13300000
3,0,1,500000,900000,12,538,1800000,700000
0,0,1,8900000,20900000,18,568,38000000,19500000
0,0,0,8100000,21300000,2,392,42500000,20800000
1,0,1,1800000,6300000,12,749,6500000,4400000
1,0,0,6300000,22000000,20,646,19000000,17400000
3,1,1,4900000,17500000,20,823,19100000,21300000
0,1,1,4500000,11500000,14,509,21300000,15700000
4,0,0,6700000,16000000,4,791,25900000,13000000
3,1,0,4700000,16700000,12,775,20800000,5700000
2,1,0,4000000,9400000,8,874,15000000,8100000
5,1,1,3800000,9100000,18,654,13200000,13000000
4,0,1,5100000,14000000,12,459,17200000,9800000
0,1,0,3500000,11900000,12,686,12600000,9200000
2,0,0,7400000,16000000,20,358,31100000,22200000
0,1,0,1100000,4300000,18,828,3800000,1500000
1,1,1,9000000,29900000,2,668,29100000,29300000
1,1,1,500000,1900000,12,868,2100000,700000
5,1,1,3600000,12400000,8,333,14700000,9800000
4,0,0,8300000,24900000,16,506,33700000,21000000
0,1,0,9500000,35300000,6,605,38100000,22700000
0,1,0,1300000,3400000,10,464,4900000,1400000
4,1,0,1600000,3200000,16,657,6900000,300000
5,0,1,6400000,15600000,8,553,28400000,17100000
4,1,1,4900000,15900000,10,668,17700000,19100000
1,1,1,9500000,19100000,16,662,49400000,10600000
4,1,1,1600000,3200000,20,371,5600000,3900000
4,0,1,5800000,15800000,14,528,30100000,6400000
1,1,1,2400000,6200000,12,337,11700000,5500000
1,1,0,6200000,19500000,20,448,30400000,10400000
2,1,1,4000000,8500000,6,323,18400000,12200000
0,0,0,3500000,8800000,12,803,11800000,5700000
0,1,0,4200000,14800000,20,510,14500000,14900000
1,0,1,7600000,30000000,16,884,28000000,16900000
5,0,0,9000000,21300000,14,602,46400000,11100000
1,0,1,3100000,11500000,4,871,10700000,3900000
1,1,0,7800000,21300000,10,326,23000000,33500000
4,1,1,3000000,10900000,2,786,11200000,10900000
3,0,1,2200000,4400000,2,861,6800000,3900000
1,1,0,1600000,5100000,12,548,4400000,4900000
1,0,0,5200000,15000000,12,794,21600000,10400000
0,0,0,4800000,15100000,6,848,22300000,1600000
3,1,1,7000000,19200000,4,768,26900000,22300000
3,1,1,2000000,4200000,16,571,7100000,5600000
4,0,1,6100000,13600000,4,401,24400000,12700000
2,1,1,3800000,14500000,16,567,13500000,5000000
5,1,0,9700000,28400000,4,494,34400000,17300000
4,1,0,8100000,28000000,8,663,31500000,20100000
3,1,0,8800000,30700000,12,707,40800000,15100000
2,1,0,3300000,11700000,14,439,10000000,10300000
2,1,1,9600000,29800000,16,499,39200000,34800000
0,0,1,3800000,11700000,2,351,15600000,6800000
0,0,1,4500000,10500000,20,417,15400000,11800000
4,1,1,5800000,13300000,14,742,23300000,25400000
5,0,1,4200000,8700000,6,583,11000000,6800000
1,1,0,7800000,24900000,6,500,21000000,25300000
3,1,1,5100000,18000000,6,510,24800000,20000000
2,1,0,4400000,14200000,18,799,13200000,14100000
2,1,0,3900000,14900000,6,415,14100000,6500000
5,0,0,9900000,35700000,10,392,52200000,12200000
1,1,1,400000,900000,8,828,1800000,1100000
0,1,1,9600000,23800000,12,788,31600000,24300000
2,1,1,4100000,11400000,14,505,15600000,15600000
4,1,0,1600000,6200000,18,554,6600000,4000000
0,1,0,4700000,15500000,16,311,20200000,13000000
3,1,0,8100000,30400000,12,606,43500000,2000000
4,0,0,2200000,8600000,6,601,10000000,5600000
1,0,0,4600000,12700000,8,468,18400000,10400000
2,1,1,2500000,9400000,10,727,12800000,10700000
4,1,0,1200000,4300000,8,598,4500000,3400000
3,1,1,9500000,24200000,8,879,39100000,20300000
1,1,0,7900000,20800000,18,538,40500000,19700000
4,1,0,9900000,22700000,12,567,35100000,38200000
4,1,1,6900000,22000000,10,512,24500000,15200000
3,1,1,9200000,23200000,8,380,25000000,28600000
0,1,1,6200000,16200000,6,508,25100000,11300000
1,1,0,8900000,20000000,2,653,27700000,13300000
5,0,1,9700000,30100000,12,434,27900000,37500000
5,0,1,9200000,29400000,8,318,39200000,23900000
2,0,0,2500000,7000000,20,547,7500000,2000000
3,1,0,2800000,5900000,4,461,11700000,2000000
4,1,0,4900000,10700000,20,321,17600000,1600000
1,0,0,1600000,3300000,2,513,6800000,1700000
4,0,0,700000,1800000,18,728,2800000,1700000
0,1,0,2100000,4700000,2,459,9300000,5300000
1,1,1,5000000,16800000,6,711,19200000,13900000
3,1,0,4900000,12900000,18,877,21200000,8800000
2,0,0,5400000,20600000,18,621,17100000,13400000
2,0,1,9400000,37300000,14,383,34800000,23700000
4,1,1,9400000,35000000,10,517,34200000,25800000
4,0,0,3500000,8900000,20,809,16900000,8600000
2,0,1,4800000,12900000,8,740,14700000,10200000
4,0,0,2200000,7800000,20,633,10300000,3900000
0,0,1,5900000,15200000,16,399,18700000,18400000
3,1,1,5800000,16600000,10,444,23500000,19200000
4,0,1,2400000,7400000,18,888,10800000,4300000
4,0,0,700000,1800000,8,874,1600000,2600000
1,0,0,800000,3000000,4,338,3000000,1900000
3,0,0,9600000,37800000,10,418,46200000,12200000
1,1,1,1700000,5600000,2,882,8300000,5700000
5,1,1,9200000,23600000,12,656,41300000,12600000
4,0,0,2300000,5400000,16,490,7600000,9900000
1,1,0,7300000,19200000,14,599,19600000,23800000
1,1,0,6900000,26200000,4,534,24300000,26400000
1,0,0,6100000,19100000,6,341,18700000,11600000
1,0,1,9500000,30500000,18,500,26000000,4600000
3,0,1,4400000,10000000,8,875,15800000,11100000
0,1,1,2000000,5900000,12,900,10100000,6200000
3,1,1,600000,1700000,14,521,2300000,1000000
3,1,1,600000,1800000,4,843,2100000,1700000
3,0,1,1500000,5800000,18,420,5500000,2700000
1,1,1,300000,900000,20,419,900000,800000
3,1,1,2900000,7000000,4,806,8900000,11300000
2,0,0,2700000,10300000,10,736,9500000,1000000
3,0,0,4500000,12500000,12,469,17600000,11700000
3,0,1,2400000,9200000,14,626,10500000,3900000
1,1,0,300000,1100000,12,443,1400000,1000000
1,1,0,2100000,5300000,20,461,9800000,5300000
4,0,1,4700000,12000000,2,416,19800000,14000000
1,1,1,8700000,30700000,6,708,36900000,25100000
0,0,1,5800000,12700000,12,528,27200000,15700000
5,1,0,5500000,21200000,4,582,20200000,20400000
1,1,1,3600000,13200000,20,546,16800000,12500000
3,0,1,2300000,8000000,14,472,9500000,7700000
1,0,0,8900000,22600000,18,617,39600000,23900000
2,1,0,8300000,20800000,6,667,32200000,23400000
2,1,1,2100000,6900000,2,566,9100000,2200000
1,0,1,6400000,13900000,12,313,23500000,24900000
3,1,1,3100000,6300000,18,895,14700000,5700000
2,0,1,4900000,12000000,20,513,23100000,22300000
2,1,0,4300000,14500000,10,594,19300000,12100000
2,0,1,9700000,35100000,20,612,44700000,26900000
0,0,0,2600000,5100000,14,678,9100000,1700000
0,0,1,5300000,20200000,2,861,22700000,1300000
5,1,0,700000,2400000,20,330,3000000,2000000
1,1,1,8100000,30900000,12,464,25400000,23400000
2,1,1,9800000,34600000,16,754,40800000,27300000
5,0,0,6900000,19700000,6,588,24400000,17300000
3,0,0,8000000,18600000,20,565,31900000,10200000
0,0,0,6500000,24100000,20,488,32600000,9300000
1,0,1,8300000,16800000,2,366,31800000,28600000
2,0,0,6800000,21200000,16,439,26900000,21800000
4,0,1,2400000,7100000,16,871,12000000,7300000
5,1,0,9600000,27100000,8,594,40100000,30100000
5,0,1,1500000,4900000,6,618,4100000,4400000
2,0,1,7000000,19000000,6,523,35300000,14600000
3,0,0,9800000,25600000,10,404,48500000,31100000
2,1,1,700000,2600000,12,429,3500000,2900000
1,1,0,6400000,14100000,20,553,23600000,16200000
5,0,0,5300000,19400000,6,510,17300000,21700000
3,0,1,1000000,2300000,10,303,3500000,1400000
3,0,1,4800000,10100000,4,368,20000000,14200000
0,1,0,9800000,20100000,16,606,46000000,7000000
5,0,0,4700000,10200000,16,874,18100000,18500000
3,1,0,1400000,4100000,8,455,5000000,4400000
2,1,1,3100000,10700000,16,357,11500000,11100000
1,1,1,6800000,16800000,10,736,29400000,4600000
0,0,0,700000,1900000,18,572,2300000,2400000
4,1,1,6100000,21200000,6,808,28400000,7900000
0,0,0,1400000,2700000,2,685,6700000,4200000
4,1,1,4300000,11400000,2,560,12200000,13900000
3,1,1,700000,2000000,18,544,1900000,2100000
2,1,1,5400000,14800000,6,724,18500000,1400000
4,0,0,600000,1400000,4,507,2100000,500000
3,1,0,4200000,14500000,20,840,13500000,10400000
1,1,0,7000000,23000000,10,886,30300000,17700000
0,0,1,7500000,16800000,16,492,36500000,26300000
1,0,1,6900000,22300000,16,673,30300000,17500000
4,0,1,1800000,5800000,14,305,5600000,3900000
2,0,0,3700000,13400000,16,393,17700000,7000000
2,1,0,7000000,24200000,6,892,30600000,21100000
1,0,1,7600000,23900000,12,692,32000000,12700000
3,0,1,1400000,5400000,20,304,3700000,3000000
3,1,1,3000000,11400000,10,424,12400000,6000000
0,0,0,5100000,19900000,18,655,24200000,4400000
1,0,0,6900000,22500000,18,403,23200000,9200000
4,0,1,400000,1400000,2,496,1500000,600000
0,0,1,6100000,19900000,20,761,19800000,8200000
0,0,0,8300000,21400000,2,662,34700000,18400000
1,1,0,8600000,31500000,16,678,27500000,33100000
3,1,0,4500000,11700000,18,775,17200000,11500000
5,0,0,600000,1300000,14,408,2500000,1300000
3,0,0,8900000,25400000,8,588,23300000,31500000
0,1,1,5700000,19400000,8,544,25700000,10700000
1,0,1,3300000,11700000,4,682,13900000,9000000
4,1,1,8400000,19700000,14,889,34100000,28200000
0,0,1,8500000,33700000,10,483,41200000,27700000
4,0,0,4600000,16600000,16,805,14300000,12800000
5,0,0,1800000,6800000,18,457,5200000,3300000
2,1,0,6900000,23900000,12,814,32600000,14900000
4,1,0,600000,1700000,12,436,2400000,400000
4,0,1,5300000,10700000,12,547,17300000,11200000
5,0,1,4500000,11600000,20,306,17600000,6700000
5,0,1,8000000,29800000,18,867,32000000,31800000
0,0,0,6600000,13700000,20,747,29900000,6000000
5,0,1,1700000,5800000,4,583,8300000,3800000
4,1,0,900000,1900000,20,417,3700000,1800000
2,1,1,5800000,22800000,14,696,25600000,12300000
4,1,0,4800000,10100000,12,634,21900000,9500000
4,1,0,4400000,9800000,18,732,19500000,4800000
1,1,0,7600000,24600000,12,810,35500000,11800000
4,0,0,4700000,17000000,4,364,25000000,7500000
5,1,0,4200000,13400000,16,545,16000000,18000000
4,1,1,9200000,28100000,12,760,35200000,32900000
5,0,1,4200000,9400000,6,678,15600000,10200000
0,0,0,9100000,22200000,6,419,28000000,8000000
0,1,1,9900000,38200000,6,573,26000000,27200000
0,0,0,7900000,22700000,18,508,40500000,13600000
1,0,1,9000000,22800000,10,412,36700000,15600000
1,0,1,5200000,14300000,18,650,21200000,7700000
1,0,0,9700000,33900000,10,833,34900000,40800000
3,0,1,1700000,5800000,10,524,7400000,7000000
2,0,0,8800000,26700000,16,696,31200000,28200000
2,1,1,8300000,20600000,12,729,39800000,31400000
0,0,0,4600000,18100000,14,442,18900000,3000000
5,1,0,7900000,27800000,16,857,27800000,35800000
0,1,1,8800000,25000000,4,400,33000000,15300000
1,0,0,3900000,8000000,6,448,13800000,2000000
5,0,1,6800000,22600000,2,804,28100000,16000000
4,1,0,2200000,7000000,20,756,6900000,7500000
5,0,0,6100000,20700000,20,482,22800000,11400000
1,0,1,9600000,29900000,18,478,47600000,33700000
1,0,1,8300000,32100000,16,814,36400000,21200000
4,1,1,4000000,11000000,8,791,13300000,5200000
5,1,1,3400000,9400000,16,535,16100000,8700000
3,0,0,7600000,28700000,18,781,37600000,33700000
2,1,1,3600000,12800000,18,814,14400000,12700000
3,1,0,9000000,19000000,8,693,36800000,22800000
3,0,0,3800000,12100000,20,364,14600000,9200000
3,1,1,4700000,12800000,16,740,17800000,10800000
1,1,1,4600000,13600000,18,487,20900000,19700000
5,0,0,4400000,15800000,4,701,21200000,10400000
0,1,1,4500000,12400000,18,719,12300000,10500000
4,1,1,800000,2800000,16,645,2900000,2300000
0,0,1,2600000,8200000,8,722,10300000,7700000
2,0,0,4600000,13500000,16,587,15600000,13600000
2,0,1,9100000,34800000,20,836,40500000,32200000
2,0,0,4100000,15600000,12,838,17800000,10300000
3,0,1,3500000,13000000,6,391,17600000,9600000
2,0,1,3800000,10900000,10,766,11600000,5800000
0,0,0,3200000,6300000,6,878,11700000,11900000
1,0,0,2100000,6300000,16,882,10600000,6100000
5,1,1,1700000,5200000,16,820,5000000,2900000
0,1,1,8000000,21100000,6,306,36900000,27900000
3,1,1,5900000,19200000,10,442,23000000,10000000
1,1,1,9000000,25400000,16,655,36300000,30800000
1,0,0,8400000,25000000,12,694,30700000,20200000
0,1,0,6000000,13100000,6,385,29400000,24200000
2,1,1,3000000,7400000,10,712,15400000,6100000
1,1,0,1200000,4600000,20,323,4000000,3700000
1,1,1,500000,1400000,10,883,2000000,900000
1,1,0,500000,1400000,6,464,2400000,1100000
1,0,1,5100000,11500000,4,747,21100000,13900000
1,1,1,7000000,20300000,14,837,25200000,9900000
2,0,1,5400000,14300000,14,477,16600000,10900000
5,0,1,5700000,20500000,16,429,26300000,4700000
1,1,0,2400000,7600000,12,372,8000000,10100000
5,0,1,700000,1300000,20,704,2800000,1600000
2,0,0,4200000,10200000,14,407,14500000,10400000
0,1,0,4700000,11500000,18,559,21300000,7500000
5,1,0,4800000,15500000,10,812,21300000,11000000
4,1,0,3300000,9700000,14,782,12600000,2500000
1,1,1,7600000,27800000,6,447,31000000,2000000
1,0,1,500000,1800000,8,877,1700000,300000
2,1,0,4800000,15800000,20,860,18500000,5000000
1,1,1,3600000,10300000,12,536,14900000,7300000
3,0,1,1300000,4300000,18,412,6400000,1500000
1,1,1,7600000,26000000,6,384,27900000,3800000
2,0,0,6600000,13100000,20,885,26800000,15200000
0,0,1,6100000,14600000,18,645,27600000,14700000
4,0,0,5900000,16800000,8,481,22800000,18300000
1,1,0,1900000,4900000,20,647,8500000,6200000
4,0,0,400000,1500000,4,846,2200000,300000
3,0,0,8700000,31100000,16,760,24100000,2200000
5,1,0,9000000,29300000,4,531,41300000,19900000
3,1,0,5700000,19400000,2,335,27700000,18000000
0,1,1,5500000,15300000,4,859,24300000,14100000
3,1,0,5100000,11000000,16,826,15600000,14700000
4,1,0,5700000,19600000,8,691,15100000,11000000
5,1,0,9200000,23900000,10,335,46100000,21100000
4,1,0,6800000,17000000,2,749,36500000,21800000
5,1,1,4100000,9600000,2,307,11600000,16600000
4,0,1,5900000,17300000,20,657,17100000,7100000
5,0,1,8100000,22500000,2,808,22900000,10900000
3,1,1,4000000,10400000,14,609,16300000,9000000
2,0,1,9100000,31500000,14,679,25900000,27400000
4,0,0,9000000,34700000,4,771,41800000,14300000
3,1,0,5800000,12800000,20,335,23300000,7400000
4,0,1,7900000,25900000,14,373,35300000,25200000
5,1,0,5600000,13600000,4,449,23100000,11600000
5,1,0,3000000,11800000,6,847,9400000,10400000
3,0,1,1100000,4100000,20,863,4300000,1900000
2,0,1,9400000,22700000,14,505,36200000,20900000
0,0,0,7100000,15400000,18,707,25400000,21100000
0,1,1,6600000,18500000,16,802,31500000,15700000
0,0,0,7400000,20900000,6,635,28200000,29600000
3,0,1,700000,2200000,8,617,3300000,2000000
0,0,0,3600000,12300000,2,300,19700000,8200000
2,0,1,8600000,32500000,4,758,24900000,21500000
3,0,0,6200000,14900000,14,567,29600000,10300000
5,1,1,3100000,10900000,12,884,16400000,9800000
2,1,0,7500000,15400000,8,332,29100000,11400000
0,1,0,3100000,10100000,14,376,15900000,9000000
0,1,0,3000000,6500000,2,691,11400000,12300000
5,1,0,4700000,17400000,2,523,16100000,17600000
5,1,0,4600000,16200000,12,891,14500000,7100000
3,1,0,3900000,10500000,20,821,14900000,7900000
3,0,0,7200000,27900000,12,473,36500000,29900000
3,1,0,5800000,20600000,20,434,29600000,11100000
0,0,0,7900000,28600000,18,541,29000000,4300000
1,1,0,8400000,29900000,16,476,40200000,18500000
4,0,0,400000,800000,16,685,1900000,800000
2,1,1,2400000,4900000,4,888,8500000,10700000
2,0,0,3100000,7300000,14,504,8700000,3200000
4,0,1,5900000,11800000,8,479,19600000,12200000
4,0,0,7000000,24500000,18,318,19900000,6000000
4,0,1,1100000,3600000,14,711,4200000,3000000
4,1,0,5400000,12600000,18,786,27600000,2800000
3,1,1,4200000,9700000,16,841,21800000,8100000
0,0,1,5500000,16700000,18,829,18700000,6800000
2,0,0,4600000,14800000,6,410,21900000,19700000
5,0,1,6500000,18100000,10,360,26300000,26300000
1,1,1,3500000,9600000,4,398,12500000,7700000
1,1,1,1100000,3800000,8,779,5600000,2400000
3,0,0,2000000,4200000,6,831,8100000,3000000
4,1,0,6700000,18800000,2,749,28500000,23500000
1,1,0,6200000,21100000,10,467,28800000,26100000
3,0,1,500000,1900000,18,618,1400000,500000
5,0,0,8000000,23100000,20,461,36500000,8300000
0,1,1,4100000,12200000,8,417,12100000,4900000
4,1,0,3300000,11800000,2,847,15100000,10200000
2,1,0,3700000,13500000,4,820,19300000,6300000
0,1,1,2500000,6700000,16,569,7500000,7900000
3,0,0,3100000,11200000,16,865,10800000,8200000
4,0,1,6300000,14500000,10,349,22200000,16100000
1,0,0,7400000,19200000,20,415,36200000,7000000
4,1,0,5900000,14900000,14,857,19500000,12100000
0,1,1,1800000,6500000,12,728,8000000,3500000
5,1,1,1500000,4000000,12,350,5600000,4800000
0,0,1,7900000,23500000,20,750,25200000,32100000
0,0,1,5900000,15100000,10,794,20300000,10300000
2,1,1,3900000,8300000,18,523,12200000,1100000
5,1,0,1900000,7500000,20,715,9300000,7900000
1,0,1,2400000,8300000,6,684,7600000,9000000
1,0,0,2100000,8100000,6,817,7800000,7500000
4,1,0,3600000,12400000,14,427,11700000,12800000
0,1,1,4200000,8900000,14,796,18100000,4600000
1,0,0,5600000,11700000,10,774,19600000,15300000
4,0,0,4800000,10800000,12,833,23500000,7000000
5,1,1,5900000,22600000,18,630,23300000,6500000
2,1,1,5600000,20000000,10,367,25100000,18700000
4,0,0,7100000,28300000,6,850,35700000,12700000
2,0,0,6000000,13900000,4,533,18700000,12600000
3,0,0,4300000,8600000,8,881,20500000,14300000
0,0,0,3000000,11300000,16,478,11800000,7600000
1,0,0,9100000,31200000,4,508,38900000,24500000
1,0,0,7900000,24000000,12,867,40100000,30500000
1,0,1,5900000,16700000,16,308,24400000,14600000
5,0,1,5300000,18600000,4,386,16100000,12400000
3,1,1,7000000,15200000,2,709,24700000,22800000
4,1,1,2200000,8200000,14,737,9600000,8600000
3,1,1,3600000,13200000,16,557,12000000,13800000
0,0,1,2400000,5900000,10,650,7600000,8800000
3,0,0,2100000,8200000,6,754,5900000,3800000
1,1,1,9900000,25700000,2,340,41300000,34400000
3,0,1,5300000,17900000,2,580,15200000,16600000
4,1,1,500000,1300000,18,762,1900000,1400000
1,1,1,9800000,36000000,12,629,41000000,32100000
0,0,0,2000000,6200000,14,613,6700000,1900000
1,0,1,600000,1900000,8,445,1900000,1300000
2,0,0,1800000,3800000,4,777,6000000,7800000
0,0,1,2300000,7900000,10,430,10000000,9400000
0,1,0,2400000,5000000,14,580,8700000,10300000
4,0,1,9500000,23500000,14,380,32400000,29600000
1,0,1,7500000,29800000,18,770,36700000,6600000
4,0,0,8400000,23400000,12,350,34200000,27800000
0,0,0,8400000,24300000,4,785,35100000,22000000
0,0,0,7500000,15900000,2,535,28100000,23200000
0,1,0,2000000,7000000,6,666,5700000,1200000
3,0,1,3300000,10400000,12,816,16700000,13400000
2,1,0,2000000,4000000,14,502,6700000,6400000
4,0,0,6300000,15000000,18,750,23100000,7300000
0,1,1,2500000,8800000,14,389,12100000,8700000
4,0,1,3900000,10600000,2,439,17300000,7900000
2,0,1,500000,1300000,4,427,2400000,1900000
1,0,1,2000000,5600000,14,569,9500000,6100000
0,1,0,1300000,3900000,16,690,5500000,5300000
2,1,0,8600000,21700000,4,429,36900000,16300000
0,0,1,900000,3100000,4,355,3500000,1800000
0,0,0,4900000,16300000,14,479,21300000,8000000
4,1,0,3900000,10000000,10,530,14200000,11100000
0,0,1,2900000,10800000,20,694,12700000,6600000
4,0,1,9300000,35500000,6,547,40900000,20600000
4,0,0,6300000,13400000,2,504,23900000,21400000
4,0,0,1100000,3600000,8,693,5300000,3700000
4,0,1,4700000,13000000,6,552,14300000,13900000
1,1,1,1000000,3200000,2,710,4200000,300000
1,0,1,7500000,25000000,18,628,26400000,5700000
0,0,1,8800000,23600000,8,712,30400000,11700000
2,1,0,9500000,25400000,16,451,45200000,21900000
2,1,0,7500000,22400000,14,695,24700000,12000000
1,1,0,5100000,15300000,4,721,21200000,13100000
3,0,0,3600000,8600000,20,613,13600000,9700000
5,1,0,5000000,12400000,14,315,21000000,16000000
2,0,0,3900000,14700000,16,360,11200000,2800000
2,0,0,5000000,19400000,12,315,24100000,11100000
5,1,0,3800000,10500000,10,759,13400000,8500000
1,0,1,7600000,19300000,20,835,30200000,8100000
2,0,1,1900000,5000000,14,641,7900000,1900000
1,0,0,3100000,7600000,20,346,12500000,5300000
4,0,0,9700000,26900000,10,460,40700000,15300000
3,0,1,5300000,16900000,2,350,21100000,18900000
5,0,0,5600000,20300000,4,772,21200000,16600000
5,1,1,4400000,8900000,4,761,17200000,9100000
0,0,0,2400000,5300000,16,482,11000000,9700000
5,1,1,8000000,29100000,4,658,33400000,19200000
3,1,1,200000,700000,18,526,500000,500000
